title,url,date,date_parsed,event_type,score,reasons
PM Netanyahu's Remarks at the Lighting of the First Chanukah Candle at an Event in Salute of Wounded IDF and Security Forces Veterans and Victims of Terrorism,https://www.gov.il/en/pages/speechchanuka241216,2016-12-24,2016-12-24,speech,35,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
Prime Minister Netanyahu's Remarks at the Official Memorial Ceremony for the Ethiopian Jews who Perished on their Way to Israel,https://www.gov.il/en/pages/speecheth280514,2014-05-28,2014-05-28,speech,35,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
Prime Minister Benjamin Netanyahu's Remarks at the Memorial Ceremony for Israel's Fallen Soldiers at Mount Herzl,https://www.gov.il/en/pages/speechzicaron050514,2014-05-05,2014-05-05,speech,35,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu's Remarks in the US Regarding the Seizure of the Shipment of Missiles from Iran,https://www.gov.il/en/pages/spokeiran050314,2014-03-05,2014-03-05,speech,35,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu's Remarks on Iranian President Rouhani's Davos Speech,https://www.gov.il/en/pages/spokeruhani230114,2014-01-23,2014-01-23,speech,35,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu's Remarks at a Conference on Israeli-French Innovation,https://www.gov.il/en/pages/eventinova191113,2013-11-19,2013-11-19,speech,35,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
Remarks by Prime Minister Benjamin Netanyahu and Greek Prime Minister Antonis Samaras at the Greece-Israel G2G signing ceremony,https://www.gov.il/en/pages/eventsamaras081013,2013-10-08,2013-10-08,speech,35,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Instructs Israeli UN Delegation not to be Present during Iranian President’s Remarks,https://www.gov.il/en/pages/spokeun240913,2013-09-24,2013-09-24,speech,35,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Responds to Iranian President Rouhani's Remarks,https://www.gov.il/en/pages/spokeiran020813,2013-08-02,2013-08-02,speech,35,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
"PM Netanyahu's Remarks at the President's Conference Celebrating President of Israel, Shimon Peres' 90th Birthday",https://www.gov.il/en/pages/speechperes180613,2013-06-18,2013-06-18,speech,35,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
"PM Netanyahu's Remarks at the President's Conference Celebrating President of Israel, Shimon Peres' 90th Birthday",https://www.gov.il/en/pages/eventperes180613,2013-06-18,2013-06-18,speech,35,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
"PM Netanyahu's Remarks, About the Talks on the Iranian Nuclear Issue, at the Start of his Meeting with US Sen. Joe Lieberman",https://www.gov.il/en/pages/eventliberman150412,2012-04-15,2012-04-15,speech,35,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu's Remarks During His Tour of the Israeli-Egyptian Border,https://www.gov.il/en/pages/speechgvul270312,2012-03-27,2012-03-27,speech,35,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu's Remarks upon his Return to Israel from Canada and the US,https://www.gov.il/en/pages/spokeland070312,2012-03-07,2012-03-07,speech,35,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu's Remarks at the Start of Today's Israeli-German Cabinet Meeting,https://www.gov.il/en/pages/spokemerkelgov310111,2011-01-31,2011-01-31,speech,35,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu's Remarks on his Tour of the Israeli-Egyptian Border,https://www.gov.il/en/pages/eventegypt281110,2010-11-28,2010-11-28,speech,35,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
Excerpts from the Press Conference with Israeli PM Netanyahu and German Chancellor Angela Merkel,https://www.gov.il/en/pages/eventgermany180110,2010-01-18,2010-01-18,press,34,press event; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Meets with Indian Ambassador to Israel J.P. Singh,https://www.gov.il/en/pages/event-india070825,2025-08-07,2025-08-07,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Meets with US Senator Bernie Moreno and with US Ambassador to Israel Mike Huckabee,https://www.gov.il/en/pages/event-meet220425,2025-04-22,2025-04-22,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
"Statement by PM Netanyahu: ""I appeal to the UN Secretary General; Your refusal to evacuate UNIFIL soldiers has turned them into hostages of Hezbollah.""",https://www.gov.il/en/pages/spoke-un131024,2024-10-13,2024-10-13,statement,32,PM statement; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu and US President Joe Biden Meet with Families of American Hostages,https://www.gov.il/en/pages/event-meeting250724,2024-07-25,2024-07-25,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu and his Wife Sara's First Meeting in the US – with Representatives of the Families of the Hostages,https://www.gov.il/en/pages/event-delegate230724,2024-07-23,2024-07-23,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Meets with UN Coordinator for Humanitarian Aid to Gaza,https://www.gov.il/en/pages/event-netherlands290224,2024-02-29,2024-02-29,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
Statement by PM Netanyahu following the US Designation of Israel into the Visa Waiver Program,https://www.gov.il/en/pages/spoke-visa270923,2023-09-27,2023-09-27,statement,32,PM statement; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
"Prime Minister Benjamin Netanyahu Meets with Swedish MPs: ""I am glad to see there's a change in Swedish policy [toward Israel].""",https://www.gov.il/en/pages/event-sweden280823,2023-08-28,2023-08-28,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Holds Extended Meeting with French President Emmanuel Macron on Ways to Confront the Iranian Nuclear Threat,https://www.gov.il/en/pages/event_macron020223,2023-02-02,2023-02-02,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Meets with First UAE Ambassador to Israel Mohamed Al Khaja,https://www.gov.il/en/pages/event_uae020321,2021-03-02,2021-03-02,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu and Israeli Ambassador to the UN Erdan Meet with US Ambassador to the UN Kelly Craft,https://www.gov.il/en/pages/event_un241220,2020-12-24,2020-12-24,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Hosts Historic Trilateral Israel-UAE-US Summit Meeting,https://www.gov.il/en/pages/event_ceremony201020,2020-10-20,2020-10-20,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Meets with US Special Representative for Iran Brian Hook,https://www.gov.il/en/pages/event_hawk300620,2020-06-30,2020-06-30,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Meets with Ukrainian Parliamentary Delegation Led by Ukraine-Israel Parliamentary Friendship Association Chairman Georgii Logvynskyi,https://www.gov.il/en/pages/event_ukraine100719,2019-07-10,2019-07-10,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
"PM Netanyahu Leads Trilateral Summit Meeting of US, Russian and Israeli National Security Advisers",https://www.gov.il/en/pages/event_national_security250619,2019-06-25,2019-06-25,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Meets with Delegation of US Ambassadors in Europe Led by US Ambassador to Israel David Friedman,https://www.gov.il/en/pages/event_usa050519,2019-05-05,2019-05-05,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
"PM Netanyahu's statement ahead of the UN Security Council's meeting today that will discuss Hezbullah's terror tunnels, that violate Israeli sovereignty and UNSC Resolution 1701",https://www.gov.il/en/pages/event_press_191218,2018-12-19,2018-12-19,statement,32,PM statement; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
"PM Netanyahu's replies to reporters' questions ahead of the UN Security Council's meeting today that will discuss Hezbullah's terror tunnels, that violate Israeli sovereignty and UNSC Resolution 1701",https://www.gov.il/en/pages/spoke_answers191218,2018-12-19,2018-12-19,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
"PM Netanyahu Meets with U.S. Special Representative for Iran and Senior Policy Advisor to the Secretary of State, Brian Hook",https://www.gov.il/en/pages/event_hook151118,2018-11-15,2018-11-15,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Statement Regarding US Sanctions on Iran,https://www.gov.il/en/pages/spoke_sanctions051118,2018-11-05,2018-11-05,statement,32,PM statement; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu and Chinese Vice President Wang Qishan Chair the 4th Meeting of Israel-China Joint Committee on Innovation Cooperation at the Foreign Ministry,https://www.gov.il/en/pages/event_joint241018,2018-10-24,2018-10-24,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
Special Meeting of the Israeli and German Governments Chaired by PM Netanyahu and German Chancellor Angela Merkel Now Underway,https://www.gov.il/en/pages/event_g2g041018,2018-10-04,2018-10-04,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu and German Chancellor Angela Merkel Tour Innovation Exhibit and Meet with Israeli and German Businesspeople,https://www.gov.il/en/pages/event_museum041018,2018-10-04,2018-10-04,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
"PM Netanyahu Commends the Abiding Commitment of the US and Pres. Trump to the Security of Israel, as Expressed at the Meeting between Pres. Trump and Pres. Putin",https://www.gov.il/en/pages/spokeusa160718,2018-07-16,2018-07-16,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Meets with Rwandan President Kagame and Informs him that Israel Will Open an Embassy in Kigali,https://www.gov.il/en/pages/event_meeting281117,2017-11-28,2017-11-28,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
"PM Netanyahu Statement to US Pres. Trump, NY Gov. Cuomo and NYC Mayor de Blasio on Yesterday's Terror Attack",https://www.gov.il/en/pages/spokenewyork011117,2017-11-01,2017-11-01,statement,32,PM statement; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Meets with US Presidential Special Envoy Jason Greenblatt and US Ambassador to Israel David Friedman,https://www.gov.il/en/pages/spoke_usa270917,2017-09-27,2017-09-27,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Meets with Israeli Ambassador to Jordan Einat Shlain and the Security Guard Ziv,https://www.gov.il/en/pages/eventambassador250717,2017-07-25,2017-07-25,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu and Indian PM Modi Meet with Israeli and Indian CEOs,https://www.gov.il/en/pages/eventecoindia060717,2017-07-06,2017-07-06,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Meets with US Ambassador to Israel David Friedman,https://www.gov.il/en/pages/eventnewambassador160517,2017-05-16,2017-05-16,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Meets with Israel's Ambassadors to African Countries,https://www.gov.il/en/pages/eventafrica080217,2017-02-08,2017-02-08,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Meets with Outgoing US Ambassador to Israel Dan Shapiro,https://www.gov.il/en/pages/eventamba190117,2017-01-19,2017-01-19,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
Statement by PM Netanyahu on the New Security Memorandum of Understanding between Israel and the United States,https://www.gov.il/en/pages/spokestatement140916,2016-09-14,2016-09-14,statement,32,PM statement; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
Statement by PM Netanyahu at the Meeting between the Israeli and Greek Governments,https://www.gov.il/en/pages/spokeg2g270116,2016-01-27,2016-01-27,statement,32,PM statement; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Meets with European Swimming League President Paolo Barelli and with Israel Swimming Association President Shay Schachner,https://www.gov.il/en/pages/eventswim061215,2015-12-06,2015-12-06,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Meets with French Ambassador to Israel Patrick Maisonnave,https://www.gov.il/en/pages/eventfrance090115,2015-01-09,2015-01-09,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu and Italian PM Letta Agree to Hold Next Israeli-Italian inter-Governmental Meeting,https://www.gov.il/en/pages/spokesicum010713,2013-07-01,2013-07-01,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
Italian Prime Minister Enrico Letta Lands in Israel and Will Meet with Prime Minister Netanyahu,https://www.gov.il/en/pages/spokeitaly300613,2013-06-30,2013-06-30,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
"Statements by Prime Minister Netanyahu, Finance Minister Lapid, Outgoing Bank of Israel Governor Fischer and Incoming Bank of Israel Governor Frenkel",https://www.gov.il/en/pages/eventfrenkel240613,2013-06-24,2013-06-24,statement,32,PM statement; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Meets with Asian and Pacific Ambassadors to Israel,https://www.gov.il/en/pages/eventpacific191212,2012-12-19,2012-12-19,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
Statements by PM Benjamin Netanyahu and US Ambassador to Israel Dan Shapiro,https://www.gov.il/en/pages/eventamba071112,2012-11-07,2012-11-07,statement,32,PM statement; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu's Statement on Canada's Decision to Expel the Iranian Ambassador and Close its Embassy in Tehran,https://www.gov.il/en/pages/spokecanda070912,2012-09-07,2012-09-07,statement,32,PM statement; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Meets with the New Chinese Ambassador to Israel,https://www.gov.il/en/pages/eventchina011111,2011-11-01,2011-11-01,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
Statements by Israeli PM Netanyahu and Chilean President Sebastián Piñera,https://www.gov.il/en/pages/eventchilepre060311,2011-03-06,2011-03-06,statement,32,PM statement; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Welcomes Egyptian Military Statement that Egypt will Continue to Honor the Peace Treaty with Israel,https://www.gov.il/en/pages/pokeegypt120211,2011-02-12,2011-02-12,statement,32,PM statement; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
Prime Minister Netanyahu Meets with Members of the Israel Scouts Movement,https://www.gov.il/en/pages/eventtzof030609,2009-06-03,2009-06-03,meeting,32,meeting; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu's Remarks at a US Embassy event celebrating American Independence Day,https://www.gov.il/en/pages/event-us090925,2025-09-09,2025-09-09,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the US Independence Day Reception Hosted by Newsmax,https://www.gov.il/en/pages/event-newsmax140825,2025-08-14,2025-08-14,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the Signing of MOUs with Argentine President Javier Milei,https://www.gov.il/en/pages/event-argentina120625,2025-06-12,2025-06-12,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the Start of his Meeting with US President Donald Trump in the Oval Office at the White House,https://www.gov.il/en/pages/event-meet080425,2025-04-08,2025-04-08,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Remarks by PM Netanyahu at the Joint Statements with Hungarian PM Viktor Orban in Budapest,https://www.gov.il/en/pages/event-statements030425,2025-04-03,2025-04-03,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
"PM Netanyahu's keynote speech at ""Ambassadors of Truth"" - the International Conference on Combating Antisemitism",https://www.gov.il/en/pages/event-emet270325,2025-03-27,2025-03-27,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's speech at UNGA in New York,https://www.gov.il/en/pages/event-un280924,2024-09-28,2024-09-28,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Address to a Joint Meeting of the US Congress,https://www.gov.il/en/pages/event-congress240724,2024-07-24,2024-07-24,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
"PM Netanyahu's Remarks before his Departure for a Diplomatic Visit to the United States, where he will address both Houses of Congress",https://www.gov.il/en/pages/event-us220724,2024-07-22,2024-07-22,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Following PM Netanyahu's remarks regarding the attempted assassination of former US President and presidential candidate Trump,https://www.gov.il/en/pages/spoke-statement140724,2024-07-14,2024-07-14,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Invited to Address Joint Meeting of the US Congress,https://www.gov.il/en/pages/spoke-congress010624,2024-06-01,2024-06-01,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu on Turkish President Erdogan's Remarks,https://www.gov.il/en/pages/spoke-turkey271223,2023-12-27,2023-12-27,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks to Foreign Ambassadors,https://www.gov.il/en/pages/event-meet061123,2023-11-06,2023-11-06,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Address to the UN General Assembly,https://www.gov.il/en/pages/event-un220923,2023-09-22,2023-09-22,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks Prior to his Departure on a Diplomatic Visit to the US,https://www.gov.il/en/pages/evenr-departure180923,2023-09-18,2023-09-18,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the Joint Statement with Cypriot President Nikos Christodoulides and Greek Prime Minister Kyriakos Mitsotakis,https://www.gov.il/en/pages/spoke-joint-statement040923,2023-09-04,2023-09-04,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the Joint Statement with Cypriot President Nikos Christodoulides,https://www.gov.il/en/pages/event-statement030923,2023-09-03,2023-09-03,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Excerpt from PM Netanyahu's Remarks at the Opening of the Knesset Summer Session and the Special Session in Honor of US House of Representatives Speaker Kevin McCarthy,https://www.gov.il/en/pages/event-knesset010523,2023-05-01,2023-05-01,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Addresses the US State Dept. Summit for Democracy 2023,https://www.gov.il/en/pages/spoke-democracy290323,2023-03-29,2023-03-29,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's remarks at the press conference with German Chancellor Olaf Scholz,https://www.gov.il/en/pages/evenet_press_conference160323,2023-03-16,2023-03-16,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the Leaders Summit on Climate Hosted by US President Joe Biden,https://www.gov.il/en/pages/event_climate230421,2021-04-23,2021-04-23,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Prime Minister Netanyahu's Remarks at the Holocaust Martyrs' and Heroes' Remembrance Day Ceremony at Yad Vashem,https://www.gov.il/en/pages/event_yad070421,2021-04-07,2021-04-07,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the Farewell for US Ambassador David Friedman at the Start of the Cabinet Meeting,https://www.gov.il/en/pages/event_ambassador170121,2021-01-17,2021-01-17,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Additional Remarks by PM Netanyahu at his Meeting with US Treasury Secy. Steven Mnuchin,https://www.gov.il/en/pages/event_usa070121,2021-01-07,2021-01-07,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the Start of a Tree-Planting Ceremony with US Senior Presidential Advisor Jared Kushner,https://www.gov.il/en/pages/spoke_abroad211220,2020-12-21,2020-12-21,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the Start of his Meeting with Slovenian Prime Minister Janez Jansa,https://www.gov.il/en/pages/spoke_cabinet081220,2020-12-08,2020-12-08,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's remarks with U.S. Secretary of State Mike Pompeo,https://www.gov.il/en/pages/event_pompeo191120,2020-11-19,2020-11-19,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks with US Secretary of State Mike Pompeo and Bahraini Foreign Minister Dr. Abdullatif bin Rashid Al Zayani,https://www.gov.il/en/pages/event_statments181120,2020-11-18,2020-11-18,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Prime Minister Netanyahu followed up on Health Minister Yuli Edelstein's remarks,https://www.gov.il/en/pages/spoke_vaccine151120,2020-11-15,2020-11-15,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Prime Minister Netanyahu's Speech to the UN General Assembly,https://www.gov.il/en/pages/event_un290920,2020-09-29,2020-09-29,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
"PM Netanyahu's Speech at the White House Signing Ceremony for the Historic Peace Agreements, the ""Abraham Accords"", with the United Arab Emirates and Bahrain",https://www.gov.il/en/pages/event_peace_speech150920,2020-09-15,2020-09-15,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Remarks in Washington,https://www.gov.il/en/pages/event_washington140920,2020-09-14,2020-09-14,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the Joint Statements with US National Security Advisor Robert O’Brien and Senior Advisor to the President Jared Kushner,https://www.gov.il/en/pages/event_statement300820,2020-08-30,2020-08-30,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the Joint Statements with US Secy. of State Mike Pompeo,https://www.gov.il/en/pages/event_pompeo240820,2020-08-24,2020-08-24,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu’s Remarks at the Joint Statements with Greek PM Mitsotakis,https://www.gov.il/en/pages/event_g2g160620,2020-06-16,2020-06-16,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Excerpt from PM Netanyahu’s Remarks at the Joint Statements with Greek PM Mitsotakis,https://www.gov.il/en/pages/spoke_greecepm160620,2020-06-16,2020-06-16,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Remarks on US Framework for Venezuela,https://www.gov.il/en/pages/spoke_venezuela020420,2020-04-02,2020-04-02,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu’s Remarks at the Start of his Meeting with Russian President Vladimir Putin,https://www.gov.il/en/pages/event_putin300120,2020-01-30,2020-01-30,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
